"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Arkansas"	"05"	"2002"	"2002"	376	2705927	13.9	13.9
	"Arkansas"	"05"	"2003"	"2003"	372	2724816	13.7	13.5
	"Arkansas"	"05"	"2004"	"2004"	361	2749686	13.1	13.0
	"Arkansas"	"05"	"2005"	"2005"	400	2781097	14.4	14.3
	"Arkansas"	"05"	"2006"	"2006"	371	2821761	13.1	13.1
	"Arkansas"	"05"	"2007"	"2007"	402	2848650	14.1	14.2
	"Arkansas"	"05"	"2008"	"2008"	446	2874554	15.5	15.5
	"Arkansas"	"05"	"2009"	"2009"	422	2896843	14.6	14.5
	"Arkansas"	"05"	"2010"	"2010"	447	2915918	15.3	15.5
	"Arkansas"	"05"	"2011"	"2011"	461	2939493	15.7	15.9
	"Arkansas"	"05"	"2012"	"2012"	485	2950685	16.4	16.3
	"Arkansas"	"05"	"2013"	"2013"	515	2958663	17.4	17.3
	"Arkansas"	"05"	"2014"	"2014"	514	2966912	17.3	17.3
	"Arkansas"	"05"	"2015"	"2015"	577	2977853	19.4	19.1
	"Arkansas"	"05"	"2016"	"2016"	553	2988248	18.5	18.1
	"California"	"06"	"1999"	"1999"	3069	33499204	9.2	9.6
	"California"	"06"	"2000"	"2000"	2963	33871648	8.7	9.1
	"California"	"06"	"2001"	"2001"	2819	34479458	8.2	8.5
	"California"	"06"	"2002"	"2002"	3218	34871843	9.2	9.6
	"California"	"06"	"2003"	"2003"	3391	35253159	9.6	9.9
	"California"	"06"	"2004"	"2004"	3349	35574576	9.4	9.6
	"California"	"06"	"2005"	"2005"	3195	35827943	8.9	9.1
	"California"	"06"	"2006"	"2006"	3323	36021202	9.2	9.3
	"California"	"06"	"2007"	"2007"	3586	36250311	9.9	9.9
	"California"	"06"	"2008"	"2008"	3765	36604337	10.3	10.3
	"California"	"06"	"2009"	"2009"	3810	36961229	10.3	10.2
	"California"	"06"	"2010"	"2010"	3904	37253956	10.5	10.3
	"California"	"06"	"2011"	"2011"	3990	37676861	10.6	10.4
	"California"	"06"	"2012"	"2012"	3887	38011074	10.2	10.0
	"California"	"06"	"2013"	"2013"	4012	38335203	10.5	10.2
	"California"	"06"	"2014"	"2014"	4205	38680810	10.9	10.5
	"California"	"06"	"2015"	"2015"	4165	38993940	10.7	10.3
	"California"	"06"	"2016"	"2016"	4277	39250017	10.9	10.5
	"Colorado"	"08"	"1999"	"1999"	574	4226018	13.6	13.7
	"Colorado"	"08"	"2000"	"2000"	613	4301261	14.3	14.3
	"Colorado"	"08"	"2001"	"2001"	722	4425687	16.3	16.5
	"Colorado"	"08"	"2002"	"2002"	726	4490406	16.2	16.2
	"Colorado"	"08"	"2003"	"2003"	728	4528732	16.1	16.1
	"Colorado"	"08"	"2004"	"2004"	796	4575013	17.4	17.2
	"Colorado"	"08"	"2005"	"2005"	799	4631888	17.2	17.2
	"Colorado"	"08"	"2006"	"2006"	730	4720423	15.5	15.3
	"Colorado"	"08"	"2007"	"2007"	811	4803868	16.9	16.6
	"Colorado"	"08"	"2008"	"2008"	801	4889730	16.4	16.1
	"Colorado"	"08"	"2009"	"2009"	941	4972195	18.9	18.7
	"Colorado"	"08"	"2010"	"2010"	865	5029196	17.2	16.8
	"Colorado"	"08"	"2011"	"2011"	910	5118360	17.8	17.4
	"Colorado"	"08"	"2012"	"2012"	1049	5189867	20.2	19.6
	"Colorado"	"08"	"2013"	"2013"	1007	5267603	19.1	18.6
	"Colorado"	"08"	"2014"	"2014"	1080	5349648	20.2	19.8
	"Colorado"	"08"	"2015"	"2015"	1093	5448819	20.1	19.5
	"Colorado"	"08"	"2016"	"2016"	1167	5540545	21.1	20.5
	"Connecticut"	"09"	"1999"	"1999"	274	3386401	8.1	7.9
	"Connecticut"	"09"	"2000"	"2000"	304	3405565	8.9	8.7
	"Connecticut"	"09"	"2001"	"2001"	282	3432835	8.2	8.1
	"Connecticut"	"09"	"2002"	"2002"	260	3458749	7.5	7.3
	"Connecticut"	"09"	"2003"	"2003"	272	3484336	7.8	7.5
	"Connecticut"	"09"	"2004"	"2004"	293	3496094	8.4	8.1
	"Connecticut"	"09"	"2005"	"2005"	293	3506956	8.4	8.1
	"Connecticut"	"09"	"2006"	"2006"	291	3517460	8.3	7.9
	"Connecticut"	"09"	"2007"	"2007"	270	3527270	7.7	7.3
	"Connecticut"	"09"	"2008"	"2008"	314	3545579	8.9	8.4
	"Connecticut"	"09"	"2009"	"2009"	316	3561807	8.9	8.5
	"Connecticut"	"09"	"2010"	"2010"	353	3574097	9.9	9.4
	"Connecticut"	"09"	"2011"	"2011"	370	3589893	10.3	9.8
	"Connecticut"	"09"	"2012"	"2012"	367	3593795	10.2	9.9
	"Connecticut"	"09"	"2013"	"2013"	330	3596003	9.2	8.7
	"Connecticut"	"09"	"2014"	"2014"	378	3591873	10.5	9.8
	"Connecticut"	"09"	"2015"	"2015"	384	3584730	10.7	9.9
	"Connecticut"	"09"	"2016"	"2016"	396	3576452	11.1	10.1
	"Delaware"	"10"	"1999"	"1999"	86	774990	11.1	11.1
	"Delaware"	"10"	"2000"	"2000"	82	783600	10.5	10.4
	"Delaware"	"10"	"2001"	"2001"	107	795699	13.4	13.3
	"Delaware"	"10"	"2002"	"2002"	74	806169	9.2	9.1
	"Delaware"	"10"	"2003"	"2003"	94	818003	11.5	11.4
	"Delaware"	"10"	"2004"	"2004"	93	830803	11.2	11.0
	"Delaware"	"10"	"2005"	"2005"	83	845150	9.8	9.7
	"Delaware"	"10"	"2006"	"2006"	90	859268	10.5	10.2
	"Delaware"	"10"	"2007"	"2007"	95	871749	10.9	10.6
	"Delaware"	"10"	"2008"	"2008"	109	883874	12.3	11.9
	"Delaware"	"10"	"2009"	"2009"	107	891730	12.0	11.7
	"Delaware"	"10"	"2010"	"2010"	106	897934	11.8	11.3
	"Delaware"	"10"	"2011"	"2011"	105	907924	11.6	11.0
	"Delaware"	"10"	"2012"	"2012"	125	916993	13.6	13.2
	"Delaware"	"10"	"2013"	"2013"	122	925395	13.2	12.5
	"Delaware"	"10"	"2014"	"2014"	126	934948	13.5	13.2
	"Delaware"	"10"	"2015"	"2015"	122	944076	12.9	12.6
	"Delaware"	"10"	"2016"	"2016"	119	952065	12.5	11.5
	"Florida"	"12"	"1999"	"1999"	2027	15759421	12.9	12.2
	"Florida"	"12"	"2000"	"2000"	2086	15982378	13.1	12.4
	"Florida"	"12"	"2001"	"2001"	2309	16356966	14.1	13.4
	"Florida"	"12"	"2002"	"2002"	2334	16689370	14.0	13.3
	"Florida"	"12"	"2003"	"2003"	2292	17004085	13.5	12.8
	"Florida"	"12"	"2004"	"2004"	2384	17415318	13.7	13.0
	"Florida"	"12"	"2005"	"2005"	2338	17842038	13.1	12.4
	"Florida"	"12"	"2006"	"2006"	2426	18166990	13.4	12.5
	"Florida"	"12"	"2007"	"2007"	2583	18367842	14.1	13.2
	"Florida"	"12"	"2008"	"2008"	2737	18527305	14.8	13.8
	"Florida"	"12"	"2009"	"2009"	2852	18652644	15.3	14.4
	"Florida"	"12"	"2010"	"2010"	2786	18801310	14.8	13.7
	"Florida"	"12"	"2011"	"2011"	2876	19096952	15.1	13.9
	"Florida"	"12"	"2012"	"2012"	2998	19344156	15.5	14.3
	"Florida"	"12"	"2013"	"2013"	2918	19582022	14.9	13.7
	"Florida"	"12"	"2014"	"2014"	3029	19888741	15.2	13.9
	"Florida"	"12"	"2015"	"2015"	3200	20244914	15.8	14.4
	"Florida"	"12"	"2016"	"2016"	3137	20612439	15.2	13.9
	"Georgia"	"13"	"1999"	"1999"	872	8045965	10.8	11.1
	"Georgia"	"13"	"2000"	"2000"	846	8186453	10.3	10.7
	"Georgia"	"13"	"2001"	"2001"	931	8377038	11.1	11.3
	"Georgia"	"13"	"2002"	"2002"	903	8508256	10.6	11.0
	"Georgia"	"13"	"2003"	"2003"	963	8622793	11.2	11.5
	"Georgia"	"13"	"2004"	"2004"	966	8769252	11.0	11.2
	"Georgia"	"13"	"2005"	"2005"	924	8925922	10.4	10.6
	"Georgia"	"13"	"2006"	"2006"	921	9155813	10.1	10.2
	"Georgia"	"13"	"2007"	"2007"	996	9349988	10.7	10.9
	"Georgia"	"13"	"2008"	"2008"	980	9504843	10.3	10.4
	"Georgia"	"13"	"2009"	"2009"	1132	9620846	11.8	11.8
	"Georgia"	"13"	"2010"	"2010"	1129	9687653	11.7	11.6
	"Georgia"	"13"	"2011"	"2011"	1157	9811610	11.8	11.7
	"Georgia"	"13"	"2012"	"2012"	1165	9914668	11.8	11.6
	"Georgia"	"13"	"2013"	"2013"	1203	9984938	12.0	11.9
	"Georgia"	"13"	"2014"	"2014"	1292	10087231	12.8	12.6
	"Georgia"	"13"	"2015"	"2015"	1317	10199398	12.9	12.7
	"Georgia"	"13"	"2016"	"2016"	1403	10310371	13.6	13.3
	"Hawaii"	"15"	"1999"	"1999"	136	1210300	11.2	11.1
	"Hawaii"	"15"	"2000"	"2000"	137	1211537	11.3	11.2
	"Hawaii"	"15"	"2001"	"2001"	136	1225948	11.1	10.9
	"Hawaii"	"15"	"2002"	"2002"	120	1239613	9.7	9.5
	"Hawaii"	"15"	"2003"	"2003"	130	1251154	10.4	10.1
	"Hawaii"	"15"	"2004"	"2004"	116	1273569	9.1	8.9
	"Hawaii"	"15"	"2005"	"2005"	107	1292729	8.3	8.1
	"Hawaii"	"15"	"2006"	"2006"	120	1309731	9.2	9.0
	"Hawaii"	"15"	"2007"	"2007"	133	1315675	10.1	9.5
	"Hawaii"	"15"	"2008"	"2008"	133	1332213	10.0	9.7
	"Hawaii"	"15"	"2009"	"2009"	174	1346717	12.9	12.5
	"Hawaii"	"15"	"2010"	"2010"	207	1360301	15.2	15.0
	"Hawaii"	"15"	"2011"	"2011"	180	1377864	13.1	12.7
	"Hawaii"	"15"	"2012"	"2012"	190	1391820	13.7	13.1
	"Hawaii"	"15"	"2013"	"2013"	171	1406481	12.2	11.8
	"Hawaii"	"15"	"2014"	"2014"	204	1416349	14.4	13.8
	"Hawaii"	"15"	"2015"	"2015"	201	1425157	14.1	13.6
	"Hawaii"	"15"	"2016"	"2016"	174	1428557	12.2	12.1
	"Idaho"	"16"	"1999"	"1999"	181	1275674	14.2	14.8
	"Idaho"	"16"	"2000"	"2000"	166	1293953	12.8	13.3
	"Idaho"	"16"	"2001"	"2001"	209	1319962	15.8	16.2
	"Idaho"	"16"	"2002"	"2002"	202	1340372	15.1	15.5
	"Idaho"	"16"	"2003"	"2003"	216	1363380	15.8	16.3
	"Idaho"	"16"	"2004"	"2004"	236	1391802	17.0	17.6
	"Idaho"	"16"	"2005"	"2005"	228	1428241	16.0	16.5
	"Idaho"	"16"	"2006"	"2006"	222	1468669	15.1	15.8
	"Idaho"	"16"	"2007"	"2007"	223	1505105	14.8	15.0
	"Idaho"	"16"	"2008"	"2008"	252	1534320	16.4	16.7
	"Idaho"	"16"	"2009"	"2009"	304	1554439	19.6	20.3
	"Idaho"	"16"	"2010"	"2010"	290	1567582	18.5	18.8
	"Idaho"	"16"	"2011"	"2011"	281	1584143	17.7	18.2
	"Idaho"	"16"	"2012"	"2012"	297	1595911	18.6	19.0
	"Idaho"	"16"	"2013"	"2013"	308	1612011	19.1	19.2
	"Idaho"	"16"	"2014"	"2014"	320	1633532	19.6	20.0
	"Idaho"	"16"	"2015"	"2015"	359	1652828	21.7	22.2
	"Idaho"	"16"	"2016"	"2016"	351	1683140	20.9	21.4
	"Illinois"	"17"	"1999"	"1999"	1020	12359020	8.3	8.3
	"Illinois"	"17"	"2000"	"2000"	1002	12419293	8.1	8.1
	"Illinois"	"17"	"2001"	"2001"	1138	12488445	9.1	9.2
	"Illinois"	"17"	"2002"	"2002"	1140	12525556	9.1	9.1
	"Illinois"	"17"	"2003"	"2003"	1007	12556006	8.0	8.0
	"Illinois"	"17"	"2004"	"2004"	1026	12589773	8.1	8.1
	"Illinois"	"17"	"2005"	"2005"	1084	12609903	8.6	8.6
	"Illinois"	"17"	"2006"	"2006"	1008	12643955	8.0	7.9
	"Illinois"	"17"	"2007"	"2007"	1106	12695866	8.7	8.6
	"Illinois"	"17"	"2008"	"2008"	1197	12747038	9.4	9.2
	"Illinois"	"17"	"2009"	"2009"	1176	12796778	9.2	9.1
	"Illinois"	"17"	"2010"	"2010"	1177	12830632	9.2	9.0
	"Illinois"	"17"	"2011"	"2011"	1221	12860012	9.5	9.3
	"Illinois"	"17"	"2012"	"2012"	1291	12870798	10.0	9.8
	"Illinois"	"17"	"2013"	"2013"	1319	12879505	10.2	9.9
	"Illinois"	"17"	"2014"	"2014"	1396	12867544	10.8	10.5
	"Illinois"	"17"	"2015"	"2015"	1361	12839047	10.6	10.3
	"Illinois"	"17"	"2016"	"2016"	1413	12801539	11.0	10.7
	"Indiana"	"18"	"1999"	"1999"	628	6044969	10.4	10.4
	"Indiana"	"18"	"2000"	"2000"	682	6080485	11.2	11.3
	"Indiana"	"18"	"2001"	"2001"	715	6127760	11.7	11.7
	"Indiana"	"18"	"2002"	"2002"	743	6155967	12.1	12.1
	"Indiana"	"18"	"2003"	"2003"	736	6196638	11.9	11.9
	"Indiana"	"18"	"2004"	"2004"	703	6233007	11.3	11.3
	"Indiana"	"18"	"2005"	"2005"	745	6278616	11.9	11.8
	"Indiana"	"18"	"2006"	"2006"	822	6332669	13.0	13.0
	"Indiana"	"18"	"2007"	"2007"	790	6379599	12.4	12.3
	"Indiana"	"18"	"2008"	"2008"	809	6424806	12.6	12.6
	"Indiana"	"18"	"2009"	"2009"	826	6459325	12.8	12.7
	"Indiana"	"18"	"2010"	"2010"	864	6483802	13.3	13.1
	"Indiana"	"18"	"2011"	"2011"	878	6516480	13.5	13.5
	"Indiana"	"18"	"2012"	"2012"	940	6537743	14.4	14.3
	"Indiana"	"18"	"2013"	"2013"	943	6569102	14.4	14.3
	"Indiana"	"18"	"2014"	"2014"	947	6595233	14.4	14.3
	"Indiana"	"18"	"2015"	"2015"	959	6612768	14.5	14.4
	"Indiana"	"18"	"2016"	"2016"	1033	6633053	15.6	15.4
	"Iowa"	"19"	"1999"	"1999"	305	2917634	10.5	10.3
	"Iowa"	"19"	"2000"	"2000"	289	2926324	9.9	9.8
	"Iowa"	"19"	"2001"	"2001"	303	2931997	10.3	10.2
	"Iowa"	"19"	"2002"	"2002"	314	2934234	10.7	10.7
	"Iowa"	"19"	"2003"	"2003"	352	2941999	12.0	11.9
	"Iowa"	"19"	"2004"	"2004"	343	2953635	11.6	11.5
	"Iowa"	"19"	"2005"	"2005"	332	2964454	11.2	11.1
	"Iowa"	"19"	"2006"	"2006"	334	2982644	11.2	11.1
	"Iowa"	"19"	"2007"	"2007"	322	2999212	10.7	10.7
	"Iowa"	"19"	"2008"	"2008"	380	3016734	12.6	12.6
	"Iowa"	"19"	"2009"	"2009"	361	3032870	11.9	11.9
	"Iowa"	"19"	"2010"	"2010"	371	3046355	12.2	12.1
	"Iowa"	"19"	"2011"	"2011"	422	3065223	13.8	13.9
	"Iowa"	"19"	"2012"	"2012"	383	3076310	12.4	12.7
	"Iowa"	"19"	"2013"	"2013"	447	3091930	14.5	14.4
	"Iowa"	"19"	"2014"	"2014"	407	3108030	13.1	12.9
	"Iowa"	"19"	"2015"	"2015"	432	3121997	13.8	13.9
	"Iowa"	"19"	"2016"	"2016"	450	3134693	14.4	14.6
	"Kansas"	"20"	"1999"	"1999"	299	2678338	11.2	11.2
	"Kansas"	"20"	"2000"	"2000"	325	2688418	12.1	12.2
	"Kansas"	"20"	"2001"	"2001"	292	2702162	10.8	10.9
	"Kansas"	"20"	"2002"	"2002"	344	2713535	12.7	12.6
	"Kansas"	"20"	"2003"	"2003"	347	2723004	12.7	12.8
	"Kansas"	"20"	"2004"	"2004"	370	2734373	13.5	13.6
	"Kansas"	"20"	"2005"	"2005"	361	2745299	13.1	13.3
	"Kansas"	"20"	"2006"	"2006"	379	2762931	13.7	13.9
	"Kansas"	"20"	"2007"	"2007"	382	2783785	13.7	13.7
	"Kansas"	"20"	"2008"	"2008"	337	2808076	12.0	12.1
	"Kansas"	"20"	"2009"	"2009"	381	2832704	13.5	13.6
	"Kansas"	"20"	"2010"	"2010"	401	2853118	14.1	14.0
	"Kansas"	"20"	"2011"	"2011"	394	2869503	13.7	13.8
	"Kansas"	"20"	"2012"	"2012"	502	2885262	17.4	17.5
	"Kansas"	"20"	"2013"	"2013"	424	2892821	14.7	14.7
	"Kansas"	"20"	"2014"	"2014"	455	2899360	15.7	15.8
	"Kansas"	"20"	"2015"	"2015"	477	2906721	16.4	16.3
	"Kansas"	"20"	"2016"	"2016"	514	2907289	17.7	17.9
	"Kentucky"	"21"	"1999"	"1999"	470	4018053	11.7	11.6
	"Kentucky"	"21"	"2000"	"2000"	520	4041769	12.9	12.8
	"Kentucky"	"21"	"2001"	"2001"	492	4068132	12.1	12.0
	"Kentucky"	"21"	"2002"	"2002"	539	4089875	13.2	13.0
	"Kentucky"	"21"	"2003"	"2003"	567	4117170	13.8	13.6
	"Kentucky"	"21"	"2004"	"2004"	560	4146101	13.5	13.3
	"Kentucky"	"21"	"2005"	"2005"	566	4182742	13.5	13.4
	"Kentucky"	"21"	"2006"	"2006"	619	4219239	14.7	14.5
	"Kentucky"	"21"	"2007"	"2007"	649	4256672	15.2	15.1
	"Kentucky"	"21"	"2008"	"2008"	611	4289878	14.2	14.0
	"Kentucky"	"21"	"2009"	"2009"	592	4317074	13.7	13.5
	"Kentucky"	"21"	"2010"	"2010"	631	4339367	14.5	14.2
	"Kentucky"	"21"	"2011"	"2011"	675	4369354	15.4	15.1
	"Kentucky"	"21"	"2012"	"2012"	722	4384799	16.5	16.1
	"Kentucky"	"21"	"2013"	"2013"	698	4400477	15.9	15.5
	"Kentucky"	"21"	"2014"	"2014"	728	4413057	16.5	16.0
	"Kentucky"	"21"	"2015"	"2015"	775	4424611	17.5	17.0
	"Kentucky"	"21"	"2016"	"2016"	756	4436974	17.0	16.8
	"Louisiana"	"22"	"1999"	"1999"	518	4460811	11.6	11.9
	"Louisiana"	"22"	"2000"	"2000"	467	4468976	10.4	10.6
	"Louisiana"	"22"	"2001"	"2001"	491	4477875	11.0	11.2
	"Louisiana"	"22"	"2002"	"2002"	497	4497267	11.1	11.2
	"Louisiana"	"22"	"2003"	"2003"	460	4521042	10.2	10.3
	"Louisiana"	"22"	"2004"	"2004"	537	4552238	11.8	11.9
	"Louisiana"	"22"	"2005"	"2005"	505	4576628	11.0	11.0
	"Louisiana"	"22"	"2006"	"2006"	490	4302665	11.4	11.4
	"Louisiana"	"22"	"2007"	"2007"	521	4375581	11.9	11.9
	"Louisiana"	"22"	"2008"	"2008"	531	4435586	12.0	12.0
	"Louisiana"	"22"	"2009"	"2009"	490	4491648	10.9	10.9
	"Louisiana"	"22"	"2010"	"2010"	557	4533372	12.3	12.3
	"Louisiana"	"22"	"2011"	"2011"	571	4575404	12.5	12.5
	"Louisiana"	"22"	"2012"	"2012"	567	4603429	12.3	12.4
	"Louisiana"	"22"	"2013"	"2013"	581	4626402	12.6	12.3
	"Louisiana"	"22"	"2014"	"2014"	678	4647880	14.6	14.3
	"Louisiana"	"22"	"2015"	"2015"	721	4668960	15.4	15.2
	"Louisiana"	"22"	"2016"	"2016"	676	4681666	14.4	14.2
	"Maine"	"23"	"1999"	"1999"	175	1266808	13.8	13.4
	"Maine"	"23"	"2000"	"2000"	154	1274923	12.1	11.8
	"Maine"	"23"	"2001"	"2001"	160	1285692	12.4	12.0
	"Maine"	"23"	"2002"	"2002"	166	1295960	12.8	12.5
	"Maine"	"23"	"2003"	"2003"	137	1306513	10.5	10.0
	"Maine"	"23"	"2004"	"2004"	171	1313688	13.0	12.4
	"Maine"	"23"	"2005"	"2005"	175	1318787	13.3	12.4
	"Maine"	"23"	"2006"	"2006"	158	1323619	11.9	11.0
	"Maine"	"23"	"2007"	"2007"	190	1327040	14.3	13.6
	"Maine"	"23"	"2008"	"2008"	181	1330509	13.6	12.7
	"Maine"	"23"	"2009"	"2009"	197	1329590	14.8	14.0
	"Maine"	"23"	"2010"	"2010"	186	1328361	14.0	13.2
	"Maine"	"23"	"2011"	"2011"	233	1328231	17.5	16.5
	"Maine"	"23"	"2012"	"2012"	209	1328895	15.7	14.5
	"Maine"	"23"	"2013"	"2013"	245	1329076	18.4	17.4
	"Maine"	"23"	"2014"	"2014"	220	1330719	16.5	15.7
	"Maine"	"23"	"2015"	"2015"	235	1329453	17.7	16.0
	"Maine"	"23"	"2016"	"2016"	225	1331479	16.9	15.8
	"Maryland"	"24"	"1999"	"1999"	433	5254509	8.2	8.2
	"Maryland"	"24"	"2000"	"2000"	474	5296486	8.9	9.0
	"Maryland"	"24"	"2001"	"2001"	452	5374691	8.4	8.4
	"Maryland"	"24"	"2002"	"2002"	477	5440389	8.8	8.8
	"Maryland"	"24"	"2003"	"2003"	491	5496269	8.9	8.9
	"Maryland"	"24"	"2004"	"2004"	497	5546935	9.0	8.8
	"Maryland"	"24"	"2005"	"2005"	471	5592379	8.4	8.4
	"Maryland"	"24"	"2006"	"2006"	493	5627367	8.8	8.6
	"Maryland"	"24"	"2007"	"2007"	517	5653408	9.1	9.0
	"Maryland"	"24"	"2008"	"2008"	503	5684965	8.8	8.6
	"Maryland"	"24"	"2009"	"2009"	551	5730388	9.6	9.3
	"Maryland"	"24"	"2010"	"2010"	502	5773552	8.7	8.3
	"Maryland"	"24"	"2011"	"2011"	556	5843603	9.5	9.2
	"Maryland"	"24"	"2012"	"2012"	582	5889651	9.9	9.4
	"Maryland"	"24"	"2013"	"2013"	567	5931129	9.6	9.1
	"Maryland"	"24"	"2014"	"2014"	605	5967295	10.1	9.8
	"Maryland"	"24"	"2015"	"2015"	553	5994983	9.2	8.8
	"Maryland"	"24"	"2016"	"2016"	585	6016447	9.7	9.3
	"Massachusetts"	"25"	"1999"	"1999"	431	6317345	6.8	6.7
	"Massachusetts"	"25"	"2000"	"2000"	385	6349097	6.1	5.9
	"Massachusetts"	"25"	"2001"	"2001"	426	6397634	6.7	6.5
	"Massachusetts"	"25"	"2002"	"2002"	436	6417206	6.8	6.6
	"Massachusetts"	"25"	"2003"	"2003"	433	6422565	6.7	6.6
	"Massachusetts"	"25"	"2004"	"2004"	423	6412281	6.6	6.4
	"Massachusetts"	"25"	"2005"	"2005"	480	6403290	7.5	7.2
	"Massachusetts"	"25"	"2006"	"2006"	449	6410084	7.0	6.7
	"Massachusetts"	"25"	"2007"	"2007"	516	6431559	8.0	7.7
	"Massachusetts"	"25"	"2008"	"2008"	508	6468967	7.9	7.5
	"Massachusetts"	"25"	"2009"	"2009"	530	6517613	8.1	7.8
	"Massachusetts"	"25"	"2010"	"2010"	597	6547629	9.1	8.8
	"Massachusetts"	"25"	"2011"	"2011"	585	6611923	8.8	8.4
	"Massachusetts"	"25"	"2012"	"2012"	602	6658008	9.0	8.6
	"Massachusetts"	"25"	"2013"	"2013"	570	6706786	8.5	8.1
	"Massachusetts"	"25"	"2014"	"2014"	596	6749911	8.8	8.2
	"Massachusetts"	"25"	"2015"	"2015"	642	6784240	9.5	8.9
	"Massachusetts"	"25"	"2016"	"2016"	630	6811779	9.2	8.7
	"Michigan"	"26"	"1999"	"1999"	974	9897116	9.8	9.9
	"Michigan"	"26"	"2000"	"2000"	974	9938444	9.8	9.8
	"Michigan"	"26"	"2001"	"2001"	1049	9991120	10.5	10.5
	"Michigan"	"26"	"2002"	"2002"	1106	10015710	11.0	11.1
	"Michigan"	"26"	"2003"	"2003"	1027	10041152	10.2	10.2
